customer_key,customer_business_key,first_name,last_name,country,valid_from,valid_to,is_current,version
122,887182,Angela,OSBORNE,Switzerland,2026-01-30 00:03:11.105455,,True,1
123,142041,Angela,PHILLIPS,Latvia,2026-01-30 00:03:11.105455,,True,1
124,497545,Angela,RIVERA,Italy,2026-01-30 00:03:11.105455,,True,1
125,793387,Angela,ANDREWS,USA,2026-01-30 00:03:11.105455,,True,1
126,791354,Angela,CAMACHO,Germany,2026-01-30 00:03:11.105455,,True,1
127,305990,Angela,FLORES,Italy,2026-01-30 00:03:11.105455,,True,1
128,263855,Angela,GUTIERREZ,Italy,2026-01-30 00:03:11.105455,,True,1
129,957439,Angela,PORTER,Switzerland,2026-01-30 00:03:11.105455,,True,1
130,231212,Angelica,BRUCE,Poland,2026-01-30 00:03:11.105455,,True,1
131,340670,Angelica,SIMON,Italy,2026-01-30 00:03:11.105455,,True,1
132,858164,Anita,CANTU,USA,2026-01-30 00:03:11.105455,,True,1
133,111641,Ann,GARNER,South Africa,2026-01-30 00:03:11.105455,,True,1
134,504241,Ann,WEBB,Switzerland,2026-01-30 00:03:11.105455,,True,1
135,996374,Ann,RIVERA,South Africa,2026-01-30 00:03:11.105455,,True,1
136,463703,Ann,SERRANO,Latvia,2026-01-30 00:03:11.105455,,True,1
137,200990,Anna,COLEMAN,Poland,2026-01-30 00:03:11.105455,,True,1
138,685675,Anna,JIMENEZ,Canada,2026-01-30 00:03:11.105455,,True,1
139,420335,Anna,RAMOS,South Africa,2026-01-30 00:03:11.105455,,True,1
140,978900,Anna,SAUNDERS,Italy,2026-01-30 00:03:11.105455,,True,1
141,840825,Anne,BRIGGS,Switzerland,2026-01-30 00:03:11.105455,,True,1
142,438462,Anne,CALHOUN,Canada,2026-01-30 00:03:11.105455,,True,1
143,360597,Anne,ELLIOTT,USA,2026-01-30 00:03:11.105455,,True,1
144,340092,Anne,ONEILL,Canada,2026-01-30 00:03:11.105455,,True,1
145,482680,Annette,BOYER,South Africa,2026-01-30 00:03:11.105455,,True,1
146,979780,Anthony,BOOKER,Luxembourg,2026-01-30 00:03:11.105455,,True,1
147,833490,Anthony,CARLSON,Italy,2026-01-30 00:03:11.105455,,True,1
148,892045,Anthony,CASTILLO,Luxembourg,2026-01-30 00:03:11.105455,,True,1
149,197101,Anthony,EDWARDS,South Africa,2026-01-30 00:03:11.105455,,True,1
150,202561,Anthony,FLORES,Switzerland,2026-01-30 00:03:11.105455,,True,1
151,949803,Anthony,GONZALEZ,South Africa,2026-01-30 00:03:11.105455,,True,1
152,300234,Anthony,HARRISON,USA,2026-01-30 00:03:11.105455,,True,1
153,561576,Anthony,JENKINS,Canada,2026-01-30 00:03:11.105455,,True,1
154,702105,Anthony,SALAS,Latvia,2026-01-30 00:03:11.105455,,True,1
155,182818,Anthony,SALINAS,USA,2026-01-30 00:03:11.105455,,True,1
156,227709,Anthony,TURNER,Poland,2026-01-30 00:03:11.105455,,True,1
157,277316,Anthony,WALKER,Germany,2026-01-30 00:03:11.105455,,True,1
158,193448,Anthony,ANDERSON,Latvia,2026-01-30 00:03:11.105455,,True,1
159,583556,Anthony,BAXTER,Luxembourg,2026-01-30 00:03:11.105455,,True,1
160,135824,Anthony,BREWER,Italy,2026-01-30 00:03:11.105455,,True,1
161,619221,Anthony,CARROLL,Hong Kong,2026-01-30 00:03:11.105455,,True,1
162,700969,Anthony,HARRIS,USA,2026-01-30 00:03:11.105455,,True,1
163,844259,Anthony,MATTHEWS,Switzerland,2026-01-30 00:03:11.105455,,True,1
164,703955,Anthony,REID,Latvia,2026-01-30 00:03:11.105455,,True,1
165,226902,Anthony,RUIZ,Poland,2026-01-30 00:03:11.105455,,True,1
166,854593,Antonio,NICHOLS,Germany,2026-01-30 00:03:11.105455,,True,1
167,813274,Antonio,HALL,Latvia,2026-01-30 00:03:11.105455,,True,1
168,928489,Antonio,MAXWELL,Hong Kong,2026-01-30 00:03:11.105455,,True,1
169,476719,April,JAMES,USA,2026-01-30 00:03:11.105455,,True,1
170,109814,April,FISHER,Latvia,2026-01-30 00:03:11.105455,,True,1
171,517369,April,FLEMING,Switzerland,2026-01-30 00:03:11.105455,,True,1
172,973632,Ariel,HENRY,USA,2026-01-30 00:03:11.105455,,True,1
173,799491,Arthur,MURPHY,South Africa,2026-01-30 00:03:11.105455,,True,1
174,609649,Arthur,ODONNELL,Canada,2026-01-30 00:03:11.105455,,True,1
175,117000,Arthur,MERCADO,South Africa,2026-01-30 00:03:11.105455,,True,1
176,341332,Ashlee,CRUZ,Latvia,2026-01-30 00:03:11.105455,,True,1
177,111896,Ashley,ANDERSON,Hong Kong,2026-01-30 00:03:11.105455,,True,1
178,835798,Ashley,COLLIER,Canada,2026-01-30 00:03:11.105455,,True,1
179,332008,Ashley,HARRIS,Canada,2026-01-30 00:03:11.105455,,True,1
180,270183,Ashley,LANG,Germany,2026-01-30 00:03:11.105455,,True,1
181,228912,Ashley,MADDEN,Germany,2026-01-30 00:03:11.105455,,True,1
182,159253,Ashley,SHORT,Latvia,2026-01-30 00:03:11.105455,,True,1
183,845188,Ashley,BUCK,Poland,2026-01-30 00:03:11.105455,,True,1
184,308580,Ashley,BUTLER,USA,2026-01-30 00:03:11.105455,,True,1
185,114903,Ashley,GUERRA,Hong Kong,2026-01-30 00:03:11.105455,,True,1
186,853680,Ashley,HINTON,Latvia,2026-01-30 00:03:11.105455,,True,1
187,120020,Ashley,JAMES,USA,2026-01-30 00:03:11.105455,,True,1
188,671741,Ashley,LEE,Germany,2026-01-30 00:03:11.105455,,True,1
189,576537,Ashley,PAGE,Canada,2026-01-30 00:03:11.105455,,True,1
190,636133,Ashley,PETERSON,Latvia,2026-01-30 00:03:11.105455,,True,1
191,392099,Ashley,RICHARDSON,USA,2026-01-30 00:03:11.105455,,True,1
192,542143,Ashley,RUIZ,Hong Kong,2026-01-30 00:03:11.105455,,True,1
193,775745,Ashley,WALKER,USA,2026-01-30 00:03:11.105455,,True,1
194,984777,Ashley,WOOD,Luxembourg,2026-01-30 00:03:11.105455,,True,1
195,336820,Austin,MORA,Italy,2026-01-30 00:03:11.105455,,True,1
196,589291,Austin,GOODMAN,Germany,2026-01-30 00:03:11.105455,,True,1
197,927256,Autumn,HIGGINS,Canada,2026-01-30 00:03:11.105455,,True,1
198,426253,Barry,HANNA,Latvia,2026-01-30 00:03:11.105455,,True,1
199,356780,Barry,HUNT,Luxembourg,2026-01-30 00:03:11.105455,,True,1
200,991674,Benjamin,HANSON,Germany,2026-01-30 00:03:11.105455,,True,1
201,216544,Benjamin,JONES,Luxembourg,2026-01-30 00:03:11.105455,,True,1
202,250963,Benjamin,WILLIAMS,Latvia,2026-01-30 00:03:11.105455,,True,1
203,720368,Benjamin,LEE,Canada,2026-01-30 00:03:11.105455,,True,1
204,246016,Benjamin,WALTON,USA,2026-01-30 00:03:11.105455,,True,1
205,195368,Bernard,RODRIGUEZ,Canada,2026-01-30 00:03:11.105455,,True,1
206,232141,Bernard,RODRIGUEZ,Italy,2026-01-30 00:03:11.105455,,True,1
207,715868,Beth,MITCHELL,South Africa,2026-01-30 00:03:11.105455,,True,1
208,855017,Bethany,JOSEPH,Canada,2026-01-30 00:03:11.105455,,True,1
209,139480,Betty,HORNE,Canada,2026-01-30 00:03:11.105455,,True,1
210,958098,Beverly,JOHNSON,Germany,2026-01-30 00:03:11.105455,,True,1
211,209324,Billy,HOLLOWAY,South Africa,2026-01-30 00:03:11.105455,,True,1
212,128934,Blake,FLOYD,Poland,2026-01-30 00:03:11.105455,,True,1
213,288918,Bobby,CHAN,Luxembourg,2026-01-30 00:03:11.105455,,True,1
214,481002,Bobby,SALAZAR,Germany,2026-01-30 00:03:11.105455,,True,1
215,872306,Bobby,WILSON,Germany,2026-01-30 00:03:11.105455,,True,1
216,683218,Bonnie,HUMPHREY,Germany,2026-01-30 00:03:11.105455,,True,1
217,706629,Bonnie,JONES,Hong Kong,2026-01-30 00:03:11.105455,,True,1
218,969825,Brad,MARTINEZ,Latvia,2026-01-30 00:03:11.105455,,True,1
219,728164,Brad,HAMILTON,Switzerland,2026-01-30 00:03:11.105455,,True,1
220,868625,Bradley,CARR,South Africa,2026-01-30 00:03:11.105455,,True,1
221,354633,Bradley,FRANK,South Africa,2026-01-30 00:03:11.105455,,True,1
222,936171,Bradley,BREWER,Luxembourg,2026-01-30 00:03:11.105455,,True,1
223,211428,Bradley,BUTLER,USA,2026-01-30 00:03:11.105455,,True,1
224,230027,Brandon,CASTILLO,Luxembourg,2026-01-30 00:03:11.105455,,True,1
225,402406,Brandon,GUTIERREZ,Switzerland,2026-01-30 00:03:11.105455,,True,1
226,823008,Brandon,JOHNSON,Canada,2026-01-30 00:03:11.105455,,True,1
227,533887,Brandon,MURPHY,Poland,2026-01-30 00:03:11.105455,,True,1
228,154497,Brandy,ADAMS,South Africa,2026-01-30 00:03:11.105455,,True,1
229,712006,Brandy,BENDER,Poland,2026-01-30 00:03:11.105455,,True,1
230,729881,Brandy,STRICKLAND,Latvia,2026-01-30 00:03:11.105455,,True,1
231,723516,Brenda,AGUILAR,Latvia,2026-01-30 00:03:11.105455,,True,1
232,512235,Brenda,ALEXANDER,South Africa,2026-01-30 00:03:11.105455,,True,1
233,873482,Brenda,BALL,Poland,2026-01-30 00:03:11.105455,,True,1
234,502507,Brenda,MEDINA,South Africa,2026-01-30 00:03:11.105455,,True,1
235,285970,Brenda,MILLER,Switzerland,2026-01-30 00:03:11.105455,,True,1
236,845518,Brendan,BAXTER,Switzerland,2026-01-30 00:03:11.105455,,True,1
237,293955,Brendan,CASEY,Latvia,2026-01-30 00:03:11.105455,,True,1
238,103514,Brendan,MARQUEZ,Germany,2026-01-30 00:03:11.105455,,True,1
239,680013,Brendan,SMITH,Latvia,2026-01-30 00:03:11.105455,,True,1
240,565514,Brent,AYALA,Poland,2026-01-30 00:03:11.105455,,True,1
241,500625,Brent,DUNLAP,Germany,2026-01-30 00:03:11.105455,,True,1
242,667280,Brent,JACKSON,Switzerland,2026-01-30 00:03:11.105455,,True,1
243,346765,Brent,WEBSTER,Poland,2026-01-30 00:03:11.105455,,True,1
244,669791,Brett,COLLINS,Germany,2026-01-30 00:03:11.105455,,True,1
245,340116,Brett,MARTIN,South Africa,2026-01-30 00:03:11.105455,,True,1
246,269094,Brett,SMITH,Poland,2026-01-30 00:03:11.105455,,True,1
247,773427,Brett,BAKER,Canada,2026-01-30 00:03:11.105455,,True,1
248,122732,Brett,BRIDGES,Luxembourg,2026-01-30 00:03:11.105455,,True,1
249,912124,Brett,BRUCE,Poland,2026-01-30 00:03:11.105455,,True,1
250,842358,Brian,BAKER,USA,2026-01-30 00:03:11.105455,,True,1
251,113231,Brian,BURTON,Canada,2026-01-30 00:03:11.105455,,True,1
252,986700,Brian,COLLIER,Canada,2026-01-30 00:03:11.105455,,True,1
253,901755,Brian,GRANT,Hong Kong,2026-01-30 00:03:11.105455,,True,1
254,250259,Brian,MENDEZ,Switzerland,2026-01-30 00:03:11.105455,,True,1
255,200956,Brian,NORMAN,Switzerland,2026-01-30 00:03:11.105455,,True,1
256,157605,Brian,ROGERS,Italy,2026-01-30 00:03:11.105455,,True,1
257,457883,Brian,SHANNON,Canada,2026-01-30 00:03:11.105455,,True,1
258,359996,Brian,TAPIA,USA,2026-01-30 00:03:11.105455,,True,1
259,879615,Brian,CARTER,Germany,2026-01-30 00:03:11.105455,,True,1
260,130660,Brian,FISHER,Poland,2026-01-30 00:03:11.105455,,True,1
261,824176,Brian,MAY,Luxembourg,2026-01-30 00:03:11.105455,,True,1
262,906826,Brian,MOORE,Germany,2026-01-30 00:03:11.105455,,True,1
263,625704,Brian,PATTERSON,Hong Kong,2026-01-30 00:03:11.105455,,True,1
264,783522,Brian,SNYDER,Canada,2026-01-30 00:03:11.105455,,True,1
265,557119,Brian,YOUNG,USA,2026-01-30 00:03:11.105455,,True,1
266,953044,Briana,LEWIS,USA,2026-01-30 00:03:11.105455,,True,1
267,687321,Brianna,TODD,Germany,2026-01-30 00:03:11.105455,,True,1
268,120915,Brianna,CANNON,USA,2026-01-30 00:03:11.105455,,True,1
269,776789,Brianna,ELLIOTT,Switzerland,2026-01-30 00:03:11.105455,,True,1
270,331039,Brianna,GIBBS,USA,2026-01-30 00:03:11.105455,,True,1
271,489976,Bridget,GIBBS,South Africa,2026-01-30 00:03:11.105455,,True,1
272,920017,Brittany,ERICKSON,Poland,2026-01-30 00:03:11.105455,,True,1
273,365880,Brittany,ARMSTRONG,South Africa,2026-01-30 00:03:11.105455,,True,1
274,375922,Brittany,FARMER,Italy,2026-01-30 00:03:11.105455,,True,1
275,142916,Brittany,GARCIA,Switzerland,2026-01-30 00:03:11.105455,,True,1
276,549555,Brittany,MACK,Switzerland,2026-01-30 00:03:11.105455,,True,1
277,429187,Brittany,WILSON,USA,2026-01-30 00:03:11.105455,,True,1
278,460436,Brooke,SMITH,Germany,2026-01-30 00:03:11.105455,,True,1
279,189980,Brooke,HOOPER,Luxembourg,2026-01-30 00:03:11.105455,,True,1
280,976712,Bruce,LEWIS,Italy,2026-01-30 00:03:11.105455,,True,1
281,745771,Bryan,JONES,Canada,2026-01-30 00:03:11.105455,,True,1
282,169867,Caitlin,KIRK,South Africa,2026-01-30 00:03:11.105455,,True,1
283,144003,Caleb,COHEN,Latvia,2026-01-30 00:03:11.105455,,True,1
284,462750,Caleb,MANNING,Poland,2026-01-30 00:03:11.105455,,True,1
285,192094,Calvin,HARRIS,Poland,2026-01-30 00:03:11.105455,,True,1
286,245214,Calvin,ARIAS,USA,2026-01-30 00:03:11.105455,,True,1
287,720857,Cameron,KELLY,Latvia,2026-01-30 00:03:11.105455,,True,1
288,537445,Carl,ADAMS,Hong Kong,2026-01-30 00:03:11.105455,,True,1
289,255370,Carl,MITCHELL,USA,2026-01-30 00:03:11.105455,,True,1
290,823318,Carla,BENSON,Hong Kong,2026-01-30 00:03:11.105455,,True,1
291,531066,Carla,FRANKLIN,South Africa,2026-01-30 00:03:11.105455,,True,1
292,294841,Carla,MILLER,Switzerland,2026-01-30 00:03:11.105455,,True,1
293,606924,Carlos,ALVAREZ,South Africa,2026-01-30 00:03:11.105455,,True,1
294,317104,Carlos,JENSEN,USA,2026-01-30 00:03:11.105455,,True,1
295,839999,Carlos,SHERMAN,Luxembourg,2026-01-30 00:03:11.105455,,True,1
296,135675,Carlos,TURNER,Latvia,2026-01-30 00:03:11.105455,,True,1
297,370389,Carlos,WILLIAMS,Germany,2026-01-30 00:03:11.105455,,True,1
298,922211,Carlos,WILLIAMS,Switzerland,2026-01-30 00:03:11.105455,,True,1
299,394881,Carly,MARTIN,Canada,2026-01-30 00:03:11.105455,,True,1
300,939164,Carly,SANDERS,Germany,2026-01-30 00:03:11.105455,,True,1
301,839112,Carol,GOMEZ,Hong Kong,2026-01-30 00:03:11.105455,,True,1
302,703625,Carol,LOWE,Hong Kong,2026-01-30 00:03:11.105455,,True,1
303,415300,Caroline,CARLSON,Poland,2026-01-30 00:03:11.105455,,True,1
304,727115,Caroline,SMITH,Poland,2026-01-30 00:03:11.105455,,True,1
305,553988,Carolyn,PONCE,Latvia,2026-01-30 00:03:11.105455,,True,1
306,617864,Carrie,HAYS,USA,2026-01-30 00:03:11.105455,,True,1
307,786720,Carrie,CARR,Latvia,2026-01-30 00:03:11.105455,,True,1
308,453573,Carrie,JONES,Germany,2026-01-30 00:03:11.105455,,True,1
309,559920,Carrie,WALKER,Switzerland,2026-01-30 00:03:11.105455,,True,1
310,936938,Casey,LESTER,Germany,2026-01-30 00:03:11.105455,,True,1
311,467954,Casey,BRUCE,Hong Kong,2026-01-30 00:03:11.105455,,True,1
312,708057,Casey,JOHNSON,Poland,2026-01-30 00:03:11.105455,,True,1
313,398783,Casey,KOCH,Poland,2026-01-30 00:03:11.105455,,True,1
314,128233,Cassandra,WHITE,Switzerland,2026-01-30 00:03:11.105455,,True,1
315,698574,Cassandra,LEE,Latvia,2026-01-30 00:03:11.105455,,True,1
316,564519,Cassandra,PONCE,Hong Kong,2026-01-30 00:03:11.105455,,True,1
317,478118,Cassandra,WHITE,Switzerland,2026-01-30 00:03:11.105455,,True,1
318,121514,Catherine,GONZALES,Latvia,2026-01-30 00:03:11.105455,,True,1
319,670531,Cathy,ROBLES,Poland,2026-01-30 00:03:11.105455,,True,1
320,913274,Cathy,WILLIAMS,Latvia,2026-01-30 00:03:11.105455,,True,1
321,771177,Cathy,DANIEL,Canada,2026-01-30 00:03:11.105455,,True,1
322,115312,Cathy,HERNANDEZ,USA,2026-01-30 00:03:11.105455,,True,1
323,619148,Cathy,JIMENEZ,Poland,2026-01-30 00:03:11.105455,,True,1
324,595396,Cesar,LLOYD,Germany,2026-01-30 00:03:11.105455,,True,1
325,243016,Chad,GARNER,Switzerland,2026-01-30 00:03:11.105455,,True,1
326,360457,Chad,HEBERT,Poland,2026-01-30 00:03:11.105455,,True,1
327,434650,Chad,MARKS,Canada,2026-01-30 00:03:11.105455,,True,1
328,146258,Charles,REED,Poland,2026-01-30 00:03:11.105455,,True,1
329,302557,Charles,BAILEY,South Africa,2026-01-30 00:03:11.105455,,True,1
330,936058,Charles,HALL,Switzerland,2026-01-30 00:03:11.105455,,True,1
331,791455,Charles,LARSON,Canada,2026-01-30 00:03:11.105455,,True,1
332,574208,Charles,LEE,Switzerland,2026-01-30 00:03:11.105455,,True,1
333,942419,Charles,THOMPSON,USA,2026-01-30 00:03:11.105455,,True,1
334,970075,Charlotte,JONES,Latvia,2026-01-30 00:03:11.105455,,True,1
335,744795,Chelsea,JOHNSON,Latvia,2026-01-30 00:03:11.105455,,True,1
336,171826,Chelsea,WYATT,Canada,2026-01-30 00:03:11.105455,,True,1
